time,lat,lon,chlor_a
2024-06-01,31.979164,-115.0625,
2024-06-01,31.979164,-115.02083,
2024-06-01,31.979164,-114.979164,
2024-06-01,31.979164,-114.9375,
2024-06-01,31.979164,-114.89583,
2024-06-01,31.979164,-114.854164,
2024-06-01,31.979164,-114.8125,
2024-06-01,31.979164,-114.77083,
2024-06-01,31.979164,-114.729164,
2024-06-01,31.979164,-114.6875,
2024-06-01,31.979164,-114.64583,
2024-06-01,31.979164,-114.604164,
2024-06-01,31.979164,-114.5625,
2024-06-01,31.979164,-114.52083,
2024-06-01,31.979164,-114.479164,
2024-06-01,31.979164,-114.4375,
2024-06-01,31.979164,-114.39583,
2024-06-01,31.979164,-114.354164,
2024-06-01,31.979164,-114.3125,
2024-06-01,31.979164,-114.27083,
2024-06-01,31.979164,-114.229164,
2024-06-01,31.979164,-114.1875,
2024-06-01,31.979164,-114.14583,
2024-06-01,31.979164,-114.104164,
2024-06-01,31.979164,-114.0625,
2024-06-01,31.979164,-114.02083,
2024-06-01,31.979164,-113.979164,
2024-06-01,31.979164,-113.9375,
2024-06-01,31.979164,-113.89583,
2024-06-01,31.979164,-113.854164,
2024-06-01,31.979164,-113.8125,
2024-06-01,31.979164,-113.77083,
2024-06-01,31.979164,-113.729164,
2024-06-01,31.979164,-113.6875,
2024-06-01,31.979164,-113.64583,
2024-06-01,31.979164,-113.604164,
2024-06-01,31.979164,-113.5625,
2024-06-01,31.979164,-113.52083,
2024-06-01,31.979164,-113.479164,
2024-06-01,31.979164,-113.4375,
2024-06-01,31.979164,-113.39583,
2024-06-01,31.979164,-113.354164,
2024-06-01,31.979164,-113.3125,
2024-06-01,31.979164,-113.27083,
2024-06-01,31.979164,-113.229164,
2024-06-01,31.979164,-113.1875,
2024-06-01,31.979164,-113.14583,
2024-06-01,31.979164,-113.104164,
2024-06-01,31.979164,-113.0625,
2024-06-01,31.979164,-113.02083,
2024-06-01,31.979164,-112.979164,
2024-06-01,31.979164,-112.9375,
2024-06-01,31.979164,-112.89583,
2024-06-01,31.979164,-112.854164,
2024-06-01,31.979164,-112.8125,
2024-06-01,31.979164,-112.77083,
2024-06-01,31.979164,-112.729164,
2024-06-01,31.979164,-112.6875,
2024-06-01,31.979164,-112.64583,
2024-06-01,31.979164,-112.604164,
2024-06-01,31.979164,-112.5625,
2024-06-01,31.979164,-112.52083,
2024-06-01,31.979164,-112.479164,
2024-06-01,31.979164,-112.4375,
2024-06-01,31.979164,-112.39583,
2024-06-01,31.979164,-112.354164,
2024-06-01,31.979164,-112.3125,
2024-06-01,31.979164,-112.27083,
2024-06-01,31.979164,-112.229164,
2024-06-01,31.979164,-112.1875,
2024-06-01,31.979164,-112.14583,
2024-06-01,31.979164,-112.104164,
2024-06-01,31.979164,-112.0625,
2024-06-01,31.979164,-112.02083,
2024-06-01,31.979164,-111.979164,
2024-06-01,31.979164,-111.9375,
2024-06-01,31.979164,-111.89583,
2024-06-01,31.979164,-111.854164,
2024-06-01,31.979164,-111.8125,
2024-06-01,31.979164,-111.77083,
2024-06-01,31.979164,-111.729164,
2024-06-01,31.979164,-111.6875,
2024-06-01,31.979164,-111.64583,
2024-06-01,31.979164,-111.604164,
2024-06-01,31.979164,-111.5625,
2024-06-01,31.979164,-111.52083,
2024-06-01,31.979164,-111.479164,
2024-06-01,31.979164,-111.4375,
2024-06-01,31.979164,-111.39583,
2024-06-01,31.979164,-111.354164,
2024-06-01,31.979164,-111.3125,
2024-06-01,31.979164,-111.27083,
2024-06-01,31.979164,-111.229164,
2024-06-01,31.979164,-111.1875,
2024-06-01,31.979164,-111.14583,
2024-06-01,31.979164,-111.104164,
2024-06-01,31.979164,-111.0625,
2024-06-01,31.979164,-111.02083,
2024-06-01,31.937498,-115.0625,
2024-06-01,31.937498,-115.02083,
2024-06-01,31.937498,-114.979164,
2024-06-01,31.937498,-114.9375,
2024-06-01,31.937498,-114.89583,
2024-06-01,31.937498,-114.854164,
2024-06-01,31.937498,-114.8125,
2024-06-01,31.937498,-114.77083,
2024-06-01,31.937498,-114.729164,
2024-06-01,31.937498,-114.6875,
2024-06-01,31.937498,-114.64583,
2024-06-01,31.937498,-114.604164,
2024-06-01,31.937498,-114.5625,
2024-06-01,31.937498,-114.52083,
2024-06-01,31.937498,-114.479164,
2024-06-01,31.937498,-114.4375,
2024-06-01,31.937498,-114.39583,
2024-06-01,31.937498,-114.354164,
2024-06-01,31.937498,-114.3125,
2024-06-01,31.937498,-114.27083,
2024-06-01,31.937498,-114.229164,
2024-06-01,31.937498,-114.1875,
2024-06-01,31.937498,-114.14583,
2024-06-01,31.937498,-114.104164,
2024-06-01,31.937498,-114.0625,
2024-06-01,31.937498,-114.02083,
2024-06-01,31.937498,-113.979164,
2024-06-01,31.937498,-113.9375,
2024-06-01,31.937498,-113.89583,
2024-06-01,31.937498,-113.854164,
2024-06-01,31.937498,-113.8125,
2024-06-01,31.937498,-113.77083,
2024-06-01,31.937498,-113.729164,
2024-06-01,31.937498,-113.6875,
2024-06-01,31.937498,-113.64583,
2024-06-01,31.937498,-113.604164,
2024-06-01,31.937498,-113.5625,
2024-06-01,31.937498,-113.52083,
2024-06-01,31.937498,-113.479164,
2024-06-01,31.937498,-113.4375,
2024-06-01,31.937498,-113.39583,
2024-06-01,31.937498,-113.354164,
2024-06-01,31.937498,-113.3125,
2024-06-01,31.937498,-113.27083,
2024-06-01,31.937498,-113.229164,
2024-06-01,31.937498,-113.1875,
2024-06-01,31.937498,-113.14583,
2024-06-01,31.937498,-113.104164,
2024-06-01,31.937498,-113.0625,
2024-06-01,31.937498,-113.02083,
2024-06-01,31.937498,-112.979164,
2024-06-01,31.937498,-112.9375,
2024-06-01,31.937498,-112.89583,
2024-06-01,31.937498,-112.854164,
2024-06-01,31.937498,-112.8125,
2024-06-01,31.937498,-112.77083,
2024-06-01,31.937498,-112.729164,
2024-06-01,31.937498,-112.6875,
2024-06-01,31.937498,-112.64583,
2024-06-01,31.937498,-112.604164,
2024-06-01,31.937498,-112.5625,
2024-06-01,31.937498,-112.52083,
2024-06-01,31.937498,-112.479164,
2024-06-01,31.937498,-112.4375,
2024-06-01,31.937498,-112.39583,
2024-06-01,31.937498,-112.354164,
2024-06-01,31.937498,-112.3125,
2024-06-01,31.937498,-112.27083,
2024-06-01,31.937498,-112.229164,
2024-06-01,31.937498,-112.1875,
2024-06-01,31.937498,-112.14583,
2024-06-01,31.937498,-112.104164,
2024-06-01,31.937498,-112.0625,
2024-06-01,31.937498,-112.02083,
2024-06-01,31.937498,-111.979164,
2024-06-01,31.937498,-111.9375,
2024-06-01,31.937498,-111.89583,
2024-06-01,31.937498,-111.854164,
2024-06-01,31.937498,-111.8125,
2024-06-01,31.937498,-111.77083,
2024-06-01,31.937498,-111.729164,
2024-06-01,31.937498,-111.6875,
2024-06-01,31.937498,-111.64583,
2024-06-01,31.937498,-111.604164,
2024-06-01,31.937498,-111.5625,
2024-06-01,31.937498,-111.52083,
2024-06-01,31.937498,-111.479164,
2024-06-01,31.937498,-111.4375,
2024-06-01,31.937498,-111.39583,
2024-06-01,31.937498,-111.354164,
2024-06-01,31.937498,-111.3125,
2024-06-01,31.937498,-111.27083,
2024-06-01,31.937498,-111.229164,
2024-06-01,31.937498,-111.1875,
2024-06-01,31.937498,-111.14583,
2024-06-01,31.937498,-111.104164,
2024-06-01,31.937498,-111.0625,
2024-06-01,31.937498,-111.02083,
2024-06-01,31.895832,-115.0625,
2024-06-01,31.895832,-115.02083,
2024-06-01,31.895832,-114.979164,
2024-06-01,31.895832,-114.9375,
2024-06-01,31.895832,-114.89583,
2024-06-01,31.895832,-114.854164,
2024-06-01,31.895832,-114.8125,
2024-06-01,31.895832,-114.77083,
2024-06-01,31.895832,-114.729164,
2024-06-01,31.895832,-114.6875,
2024-06-01,31.895832,-114.64583,
2024-06-01,31.895832,-114.604164,
2024-06-01,31.895832,-114.5625,
2024-06-01,31.895832,-114.52083,
2024-06-01,31.895832,-114.479164,
2024-06-01,31.895832,-114.4375,
2024-06-01,31.895832,-114.39583,
2024-06-01,31.895832,-114.354164,
2024-06-01,31.895832,-114.3125,
2024-06-01,31.895832,-114.27083,
2024-06-01,31.895832,-114.229164,
2024-06-01,31.895832,-114.1875,
2024-06-01,31.895832,-114.14583,
2024-06-01,31.895832,-114.104164,
2024-06-01,31.895832,-114.0625,
2024-06-01,31.895832,-114.02083,
2024-06-01,31.895832,-113.979164,
2024-06-01,31.895832,-113.9375,
2024-06-01,31.895832,-113.89583,
2024-06-01,31.895832,-113.854164,
2024-06-01,31.895832,-113.8125,
2024-06-01,31.895832,-113.77083,
2024-06-01,31.895832,-113.729164,
2024-06-01,31.895832,-113.6875,
2024-06-01,31.895832,-113.64583,
2024-06-01,31.895832,-113.604164,
2024-06-01,31.895832,-113.5625,
2024-06-01,31.895832,-113.52083,
2024-06-01,31.895832,-113.479164,
2024-06-01,31.895832,-113.4375,
2024-06-01,31.895832,-113.39583,
2024-06-01,31.895832,-113.354164,
2024-06-01,31.895832,-113.3125,
2024-06-01,31.895832,-113.27083,
2024-06-01,31.895832,-113.229164,
2024-06-01,31.895832,-113.1875,
2024-06-01,31.895832,-113.14583,
2024-06-01,31.895832,-113.104164,
2024-06-01,31.895832,-113.0625,
2024-06-01,31.895832,-113.02083,
2024-06-01,31.895832,-112.979164,
2024-06-01,31.895832,-112.9375,
2024-06-01,31.895832,-112.89583,
2024-06-01,31.895832,-112.854164,
2024-06-01,31.895832,-112.8125,
2024-06-01,31.895832,-112.77083,
2024-06-01,31.895832,-112.729164,
2024-06-01,31.895832,-112.6875,
2024-06-01,31.895832,-112.64583,
2024-06-01,31.895832,-112.604164,
2024-06-01,31.895832,-112.5625,
2024-06-01,31.895832,-112.52083,
2024-06-01,31.895832,-112.479164,
2024-06-01,31.895832,-112.4375,
2024-06-01,31.895832,-112.39583,
2024-06-01,31.895832,-112.354164,
2024-06-01,31.895832,-112.3125,
2024-06-01,31.895832,-112.27083,
2024-06-01,31.895832,-112.229164,
2024-06-01,31.895832,-112.1875,
2024-06-01,31.895832,-112.14583,
2024-06-01,31.895832,-112.104164,
2024-06-01,31.895832,-112.0625,
